Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,02/03/2018 08:55:17,106123014,14,19,905,9551,324,0,64.64285714,101.8578249,1460,0,502.6842105,672.3404439,98.52716773,0.310959883,3316344.187,1.31E+07,5.80E+07,0,1.06E+08,8163307.385,2.00E+07,5.80E+07,199,1.06E+08,5895074.556,1.72E+07,5.80E+07,0,0,0,0,0,292,392,0.131922375,0.179037508,0,1460,307.5294118,548.1576988,300476.8627,0,0,1,1,0,0,0,1,1,316.8484848,64.64285714,502.6842105,0,0,0,0,0,0,14,905,19,9551,8192,32,6,20,130424.5,75583.35095,183870,76979,5.29E+07,7221964.399,5.80E+07,4.78E+07,Benign
443,6,02/03/2018 08:57:03,257,3,0,46,0,46,0,15.33333333,26.55811238,0,0,0,0,178988.3268,11673.15175,128.5,38.89087297,156,101,257,128.5,38.89087297,156,101,0,0,0,0,0,0,0,0,0,60,0,11673.15175,0,0,46,11.5,23,529,0,0,0,0,1,0,0,0,0,15.33333333,15.33333333,0,0,0,0,0,0,0,3,46,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:16,106992079,13,16,810,5383,229,0,62.30769231,86.78170373,1460,0,336.4375,565.3536909,57.88278962,0.271048103,3821145.679,1.41E+07,5.89E+07,0,1.07E+08,8915998,2.09E+07,5.89E+07,125,1.07E+08,7132031.2,1.89E+07,5.89E+07,0,0,0,0,0,272,332,0.121504322,0.149543781,0,1460,206.4333333,434.218099,188545.3575,0,0,1,1,0,0,0,1,1,213.5517241,62.30769231,336.4375,0,0,0,0,0,0,13,810,16,5383,8192,32,6,20,138403,86930.29347,199872,76934,5.34E+07,7784379.455,5.89E+07,4.79E+07,Benign
443,6,02/03/2018 08:57:03,108,3,0,46,0,46,0,15.33333333,26.55811238,0,0,0,0,425925.9259,27777.77778,54,50.91168825,90,18,108,54,50.91168825,90,18,0,0,0,0,0,0,0,0,0,60,0,27777.77778,0,0,46,11.5,23,529,0,0,0,0,1,0,0,0,0,15.33333333,15.33333333,0,0,0,0,0,0,0,3,46,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:16,115329568,21,18,770,4179,406,0,36.66666667,97.94556311,1460,0,232.1666667,480.370231,42.91180558,0.338161329,3034988.632,4571346.604,1.00E+07,0,1.15E+08,5766478.4,4946633.152,1.00E+07,29,1.11E+08,6511059.353,4933080.614,1.00E+07,0,0,0,0,0,432,504,0.18208687,0.15607446,0,1460,123.725,339.7153399,115406.5122,0,0,1,1,0,0,0,1,0,126.8974359,36.66666667,232.1666667,0,0,0,0,0,0,21,770,18,4179,8192,980,15,20,53680.90909,71476.95265,269192,32049,1.00E+07,18567.91426,1.00E+07,9952870,Benign
49801,6,02/03/2018 08:57:11,3,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,1.03E+07,1000000,1.5,0.707106781,2,1,3,1.5,0.707106781,2,1,0,0,0,0,0,0,0,0,0,60,0,1000000,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,0,0,0,0,0,0,3,31,0,0,980,-1,1,20,0,0,0,0,0,0,0,0,Benign
80,6,02/03/2018 08:55:17,115121618,16,14,456,971,445,0,28.5,111.067547,971,0,69.35714286,259.5106659,12.39558673,0.260593975,3969710.966,4876863.762,1.00E+07,22,1.15E+08,7674774.533,4177365.723,1.00E+07,247,1.10E+08,8490060,3760525.836,1.00E+07,10092,0,0,0,0,332,424,0.138983453,0.121610521,0,971,46.03225806,189.3135818,35839.63226,0,0,1,1,0,0,0,1,0,47.56666667,28.5,69.35714286,0,0,0,0,0,0,16,456,14,971,8192,119,12,20,31059.63636,25657.3053,108419,23225,1.00E+07,16521.87085,1.00E+07,9952838,Benign
80,6,02/03/2018 08:55:17,115121478,16,14,456,971,445,0,28.5,111.067547,971,0,69.35714286,259.5106659,12.3956018,0.260594292,3969706.138,4876864.607,1.00E+07,14,1.15E+08,7674765.2,4177391.517,1.00E+07,211,1.10E+08,8490051.308,3760593.217,1.00E+07,9882,0,0,0,0,332,424,0.138983622,0.121610669,0,971,46.03225806,189.3135818,35839.63226,0,0,1,1,0,0,0,1,0,47.56666667,28.5,69.35714286,0,0,0,0,0,0,16,456,14,971,8192,119,12,20,31048.63636,25596.57784,108225,23264,1.00E+07,16519.40698,1.00E+07,9952842,Benign
443,6,02/03/2018 08:55:16,115833334,19,16,1690,831,1080,0,88.94736842,267.3887045,679,0,51.9375,171.4613538,21.76402865,0.302158272,3406862.765,4721015.934,1.00E+07,14,1.16E+08,6435185.222,4784413.977,1.00E+07,14,1.10E+08,7361745,4581791.952,1.00E+07,719,0,0,0,0,392,464,0.164028776,0.138129496,0,1080,70.02777778,223.2786198,49853.34206,0,0,1,1,0,0,0,1,0,72.02857143,88.94736842,51.9375,0,0,0,0,0,0,19,1690,16,831,8192,1014,15,20,32645.83333,40704.21009,161899,20843,9620130.833,1333416.212,1.00E+07,5386267,Benign
443,6,02/03/2018 08:55:16,115834678,19,16,1912,1235,1302,0,100.6315789,313.9053662,1083,0,77.1875,270.8833005,27.16802994,0.302154766,3406902.294,4720843.157,1.00E+07,15,1.16E+08,6435259.889,4784000.247,1.00E+07,15,1.10E+08,7361819.6,4580314.268,1.00E+07,707,0,0,0,0,392,464,0.164026873,0.138127893,0,1302,87.41666667,287.2012112,82484.53571,0,0,1,1,0,0,0,1,0,89.91428571,100.6315789,77.1875,0,0,0,0,0,0,19,1912,16,1235,8192,1028,15,20,32936.33333,41808.16173,165695,20791,9619952.25,1333289.231,1.00E+07,5386522,Benign
49808,6,02/03/2018 08:57:12,104,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0,0,298076.9231,38461.53846,34.66666667,41.04063027,82,9,104,52,42.42640687,82,22,0,0,0,0,0,0,0,0,0,60,20,28846.15385,9615.384615,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0,0,0,0,0,0,0,3,31,1,0,1028,0,1,20,0,0,0,0,0,0,0,0,Benign
80,6,02/03/2018 08:55:17,115640038,16,14,443,706,432,0,27.6875,107.8175736,706,0,50.42857143,188.6864368,9.936005037,0.259425719,3987587.517,4885129.021,1.00E+07,18,1.16E+08,7709335.867,4142068.001,1.00E+07,5005,1.10E+08,8477109.846,3755840.522,1.00E+07,12658,0,0,0,0,332,424,0.138360383,0.121065336,0,706,37.06451613,146.3425059,21416.12903,0,0,1,1,0,0,0,1,0,38.3,27.6875,50.42857143,0,0,0,0,0,0,16,443,14,706,8192,172,12,20,18961.09091,25636.89902,96259,11128,9999441.091,15448.36181,1.00E+07,9952863,Benign
443,6,02/03/2018 08:55:18,115838988,20,22,697,8298,333,0,34.85,86.40862225,1460,0,377.1818182,612.8231032,77.65088556,0.362572228,2825341.171,4487740.223,1.00E+07,0,1.16E+08,6096788.842,4880622.267,1.00E+07,40,1.10E+08,5248275.857,5124166.751,1.00E+07,0,0,0,0,0,412,584,0.172653442,0.189918786,0,1460,209.1860465,470.5866276,221451.7741,0,0,1,1,0,0,0,1,1,214.1666667,34.85,377.1818182,0,0,0,0,0,0,20,697,22,8298,8192,123,15,20,13047.16667,10174.54164,45355,10024,9640198.5,1267587.418,1.00E+07,5615078,Benign
80,6,02/03/2018 08:55:18,115657996,17,15,883,1576,436,0,51.94117647,144.5551238,788,0,105.0666667,277.2702309,21.26095977,0.276677801,3730903.097,4812206.404,1.00E+07,18,1.16E+08,7228624.75,4416486.194,1.00E+07,1381,1.10E+08,7875099.571,4254389.43,1.00E+07,569,0,0,0,0,352,444,0.146985082,0.129692719,0,788,74.51515152,212.0479193,44964.32008,0,0,1,1,0,0,0,1,0,76.84375,51.94117647,105.0666667,0,0,0,0,0,0,17,883,15,1576,8192,290,13,20,36310.90909,82763.16125,285851,11280,9986542.636,57813.06823,1.00E+07,9812230,Benign
49823,6,02/03/2018 08:57:14,124,2,0,0,0,0,0,0,0,0,0,0,0,0,16129.03226,124,0,124,124,124,124,0,124,124,0,0,0,0,0,0,0,0,0,40,0,16129.03226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:14,119988908,19,15,1328,5899,234,0,69.89473684,85.47247428,1460,0,393.2666667,551.9864733,60.23056731,0.283359525,3636027.515,1.41E+07,5.84E+07,1,1.20E+08,6665408.222,1.88E+07,5.84E+07,65,1.20E+08,8569834.571,2.11E+07,5.84E+07,1,0,0,0,0,392,312,0.15834797,0.125011555,0,1460,206.4857143,395.4734595,156399.2571,0,0,1,1,0,0,0,1,0,212.5588235,69.89473684,393.2666667,0,0,0,0,0,0,19,1328,15,5899,8192,70,10,20,1658560,2257483.654,3254842,62278,5.83E+07,47757.992,5.84E+07,5.83E+07,Benign
443,6,02/03/2018 08:55:16,116273054,68,119,24764,36422,1292,0,364.1764706,563.1438654,146
